symbol,total_trades,win_rate,profit_factor,net_pnl,max_dd,atr_mult,min_sl,tp1,tp2,adx,session,room2h
EURUSD,5,20.0,0.4020489698696912,-2456.620591718005,2.0639443955647248,1.5,10.0,1.5,2.0,20.0,peak,True
EURUSD,11,27.27272727272727,0.26458130144310876,-5926.649562090388,6.403253804127375,1.5,12.0,1.0,1.5,20.0,peak,True
EURUSD,8,25.0,0.3294828901998515,-4103.192364239818,4.683907868280828,1.5,12.0,1.2,1.8,20.0,peak,True
EURUSD,5,20.0,0.4040339478234333,-2443.2555089570233,2.0629924712593564,1.5,12.0,1.5,2.0,20.0,peak,True
EURUSD,10,20.0,0.2076919707793019,-6370.411472143445,6.844767481202642,1.5,15.0,1.0,1.5,20.0,peak,True
EURUSD,8,25.0,0.27215109049973907,-4432.766155740799,5.011485883121772,1.5,15.0,1.2,1.8,20.0,peak,True
EURUSD,3,0.0,0.0,-3064.212283108791,2.0549665446148717,1.5,15.0,1.5,2.0,20.0,peak,True
EURUSD,8,25.0,0.29670858546791284,-3984.892198683083,4.469908283250361,1.8,8.0,1.0,1.5,20.0,peak,True
EURUSD,7,14.285714285714285,0.23140297305529803,-4656.48810337641,3.668687037883224,1.8,8.0,1.2,1.8,20.0,peak,True
EURUSD,3,33.33333333333333,0.626675039362471,-773.4252873447258,1.0434534742045123,1.8,8.0,1.5,2.0,20.0,peak,True
EURUSD,8,25.0,0.29670858546791284,-3984.892198683083,4.469908283250361,1.8,10.0,1.0,1.5,20.0,peak,True
EURUSD,7,14.285714285714285,0.23140297305529803,-4656.48810337641,3.668687037883224,1.8,10.0,1.2,1.8,20.0,peak,True
EURUSD,3,33.33333333333333,0.626675039362471,-773.4252873447258,1.0434534742045123,1.8,10.0,1.5,2.0,20.0,peak,True
EURUSD,8,25.0,0.2967643255570471,-3983.827964442884,4.468849424942514,1.8,12.0,1.0,1.5,20.0,peak,True
