symbol,total_trades,win_rate,profit_factor,net_pnl,max_dd,atr_mult,min_sl,tp1,tp2,adx,session,room2h
EURUSD,3,0.0,0.0,-3069.0000000001164,2.0564101968199044,1.0,15.0,1.2,1.8,30.0,full,True
EURUSD,6,16.666666666666664,0.0951941088769021,-4615.874955466847,4.10767911041894,1.2,8.0,1.0,1.5,30.0,full,True
EURUSD,5,20.0,0.14323832769639716,-3514.4516367900214,3.0977211874236974,1.2,8.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-2073.9449473004934,1.0467135145764057,1.2,8.0,1.5,2.0,30.0,full,True
EURUSD,6,16.666666666666664,0.0951941088769021,-4615.874955466847,4.10767911041894,1.2,10.0,1.0,1.5,30.0,full,True
EURUSD,5,20.0,0.14323832769639716,-3514.4516367900214,3.0977211874236974,1.2,10.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-2073.9449473004934,1.0467135145764057,1.2,10.0,1.5,2.0,30.0,full,True
EURUSD,6,16.666666666666664,0.09563949003121931,-4605.038862200643,4.098110289000828,1.2,12.0,1.0,1.5,30.0,full,True
EURUSD,4,25.0,0.19259937651254688,-2489.6190785202925,2.06853596767502,1.2,12.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-2069.3473378539493,1.0420676768116908,1.2,12.0,1.5,2.0,30.0,full,True
EURUSD,4,25.0,0.1610263929618731,-2574.810000000114,2.0564101968199044,1.2,15.0,1.0,1.5,30.0,full,True
EURUSD,3,0.0,0.0,-3069.0000000001164,2.0564101968199044,1.2,15.0,1.2,1.8,30.0,full,True
EURUSD,4,25.0,0.1610341420891123,-2577.3110264414136,2.0634743941823137,1.5,8.0,1.0,1.5,30.0,full,True
EURUSD,2,0.0,0.0,-2058.153991850035,1.0383068980932721,1.5,8.0,1.2,1.8,30.0,full,True
EURUSD,4,25.0,0.1610341420891123,-2577.3110264414136,2.0634743941823137,1.5,10.0,1.0,1.5,30.0,full,True
EURUSD,2,0.0,0.0,-2058.153991850035,1.0383068980932721,1.5,10.0,1.2,1.8,30.0,full,True
EURUSD,4,25.0,0.1610341420891123,-2577.3110264414136,2.0634743941823137,1.5,12.0,1.0,1.5,30.0,full,True
EURUSD,2,0.0,0.0,-2058.153991850035,1.0383068980932721,1.5,12.0,1.2,1.8,30.0,full,True
EURUSD,3,33.33333333333333,0.2430162694113762,-1553.9243720435916,1.033644307541625,1.5,15.0,1.0,1.5,30.0,full,True
EURUSD,2,0.0,0.0,-2053.547337853859,1.0336522760131628,1.5,15.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-1614.2528321951977,1.0318151676382563,1.8,8.0,1.0,1.5,30.0,full,True
EURUSD,1,0.0,0.0,-1030.6585326689674,0.0,1.8,8.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-1614.2528321951977,1.0318151676382563,1.8,10.0,1.0,1.5,30.0,full,True
EURUSD,1,0.0,0.0,-1030.6585326689674,0.0,1.8,10.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-1614.2528321951977,1.0318151676382563,1.8,12.0,1.0,1.5,30.0,full,True
EURUSD,1,0.0,0.0,-1030.6585326689674,0.0,1.8,12.0,1.2,1.8,30.0,full,True
EURUSD,2,0.0,0.0,-1614.2528321951977,1.0318151676382563,1.8,15.0,1.0,1.5,30.0,full,True
EURUSD,1,0.0,0.0,-1030.6585326689674,0.0,1.8,15.0,1.2,1.8,30.0,full,True
GBPUSD,52,28.846153846153843,0.37867308034442804,-21575.04982130538,21.695276900155505,1.0,8.0,1.0,1.5,15.0,peak,False
GBPUSD,51,27.450980392156865,0.3759450835046107,-21616.492273208467,21.92960405139641,1.0,8.0,1.2,1.8,15.0,peak,False
GBPUSD,48,25.0,0.45298737893075225,-18301.785003927274,18.828156108279124,1.0,8.0,1.5,2.0,15.0,peak,False
GBPUSD,51,31.372549019607842,0.4286172764860329,-18862.53639745743,18.986921815771545,1.0,10.0,1.0,1.5,15.0,peak,False
GBPUSD,47,29.78723404255319,0.41737911359636876,-18167.445600779465,18.494334985609136,1.0,10.0,1.2,1.8,15.0,peak,False
GBPUSD,45,28.888888888888886,0.5041158326244493,-14798.376031052278,15.651359277173215,1.0,10.0,1.5,2.0,15.0,peak,False
GBPUSD,45,33.33333333333333,0.4210527633008657,-16505.69182078162,17.202574371316075,1.0,12.0,1.0,1.5,15.0,peak,False
GBPUSD,45,31.11111111111111,0.44398451255794646,-16353.020131863857,17.54219552781825,1.0,12.0,1.2,1.8,15.0,peak,False
GBPUSD,43,25.581395348837212,0.5145142256274639,-14466.910438228602,15.020515546778466,1.0,12.0,1.5,2.0,15.0,peak,False
GBPUSD,40,37.5,0.5275703339529807,-10976.745050542188,11.74063964898131,1.0,15.0,1.0,1.5,15.0,peak,False
GBPUSD,40,30.0,0.47000871439838493,-13727.545924243183,14.086792003480571,1.0,15.0,1.2,1.8,15.0,peak,False
GBPUSD,40,27.500000000000004,0.5478452135962215,-11832.643787665467,12.641565208852521,1.0,15.0,1.5,2.0,15.0,peak,False
GBPUSD,50,30.0,0.36123513199343577,-20699.94224392656,20.832342502985163,1.2,8.0,1.0,1.5,15.0,peak,False
GBPUSD,47,29.78723404255319,0.42053639855105357,-17984.01795919235,18.32268647003531,1.2,8.0,1.2,1.8,15.0,peak,False
GBPUSD,45,26.666666666666668,0.4924921751225939,-15391.031401957269,16.257950107301667,1.2,8.0,1.5,2.0,15.0,peak,False
GBPUSD,50,30.0,0.3616339555374698,-20682.306966022064,20.81473666913694,1.2,10.0,1.0,1.5,15.0,peak,False
GBPUSD,47,29.78723404255319,0.42043669167752606,-17985.014385251285,18.32367878155317,1.2,10.0,1.2,1.8,15.0,peak,False
GBPUSD,45,26.666666666666668,0.4923905937523492,-15391.399661261297,16.25860498622439,1.2,10.0,1.5,2.0,15.0,peak,False
GBPUSD,45,31.11111111111111,0.37151590090230635,-18236.60098479493,18.929406573495168,1.2,12.0,1.0,1.5,15.0,peak,False
GBPUSD,45,31.11111111111111,0.4462894231388642,-16234.470550568774,17.43406217762481,1.2,12.0,1.2,1.8,15.0,peak,False
GBPUSD,43,23.25581395348837,0.44799419703629717,-16676.20815522634,17.224220089359427,1.2,12.0,1.5,2.0,15.0,peak,False
GBPUSD,40,35.0,0.4855271441463338,-12322.277637980354,13.07464575499947,1.2,15.0,1.0,1.5,15.0,peak,False
GBPUSD,40,30.0,0.4706576791410759,-13693.579689079255,14.052967206704391,1.2,15.0,1.2,1.8,15.0,peak,False
GBPUSD,40,27.500000000000004,0.5136817035703063,-12622.427780491285,13.433260445645297,1.2,15.0,1.5,2.0,15.0,peak,False
GBPUSD,40,37.5,0.548879095069244,-10097.966680046302,11.974855157457494,1.5,8.0,1.0,1.5,15.0,peak,False
GBPUSD,40,35.0,0.6329605449497605,-8267.479600569146,12.007130305490026,1.5,8.0,1.2,1.8,15.0,peak,False
GBPUSD,40,30.0,0.6338102796290443,-8984.745011371546,11.310938331048707,1.5,8.0,1.5,2.0,15.0,peak,False
GBPUSD,40,37.5,0.548879095069244,-10097.966680046302,11.974855157457494,1.5,10.0,1.0,1.5,15.0,peak,False
GBPUSD,40,35.0,0.6329605449497605,-8267.479600569146,12.007130305490026,1.5,10.0,1.2,1.8,15.0,peak,False
GBPUSD,40,30.0,0.6338102796290443,-8984.745011371546,11.310938331048707,1.5,10.0,1.5,2.0,15.0,peak,False
GBPUSD,40,37.5,0.5488072123203258,-10099.575715662955,11.974855157457494,1.5,12.0,1.0,1.5,15.0,peak,False
GBPUSD,40,35.0,0.63295909334319,-8267.512297674446,12.007130305490026,1.5,12.0,1.2,1.8,15.0,peak,False
GBPUSD,40,30.0,0.6338543379842043,-8983.039563614599,11.310938331048707,1.5,12.0,1.5,2.0,15.0,peak,False
GBPUSD,40,37.5,0.5487647228463609,-10096.427309109276,11.97128994716474,1.5,15.0,1.0,1.5,15.0,peak,False
GBPUSD,40,30.0,0.5048505322545804,-11993.287594663256,12.366807482631465,1.5,15.0,1.2,1.8,15.0,peak,False
GBPUSD,40,30.0,0.6189847952297458,-9335.012759133228,11.308163022567715,1.5,15.0,1.5,2.0,15.0,peak,False
GBPUSD,38,42.10526315789473,0.7146770525691154,-5550.588168561997,7.862947346239291,1.8,8.0,1.0,1.5,15.0,peak,False
GBPUSD,38,36.84210526315789,0.724649123583287,-5930.261769692865,6.899527958497295,1.8,8.0,1.2,1.8,15.0,peak,False
GBPUSD,37,29.72972972972973,0.6447444590845388,-7612.65023379054,8.242327174328992,1.8,8.0,1.5,2.0,15.0,peak,False
GBPUSD,38,42.10526315789473,0.7146770525691154,-5550.588168561997,7.862947346239291,1.8,10.0,1.0,1.5,15.0,peak,False
GBPUSD,38,36.84210526315789,0.724649123583287,-5930.261769692865,6.899527958497295,1.8,10.0,1.2,1.8,15.0,peak,False
GBPUSD,37,29.72972972972973,0.6447444590845388,-7612.65023379054,8.242327174328992,1.8,10.0,1.5,2.0,15.0,peak,False
GBPUSD,38,42.10526315789473,0.7146770525691154,-5550.588168561997,7.862947346239291,1.8,12.0,1.0,1.5,15.0,peak,False
GBPUSD,38,36.84210526315789,0.724649123583287,-5930.261769692865,6.899527958497295,1.8,12.0,1.2,1.8,15.0,peak,False
GBPUSD,37,29.72972972972973,0.6447444590845388,-7612.65023379054,8.242327174328992,1.8,12.0,1.5,2.0,15.0,peak,False
GBPUSD,38,42.10526315789473,0.7145138287756566,-5553.76347592847,7.862947346239291,1.8,15.0,1.0,1.5,15.0,peak,False
GBPUSD,38,36.84210526315789,0.7247139944129086,-5928.333933162867,6.899527958497295,1.8,15.0,1.2,1.8,15.0,peak,False
GBPUSD,37,29.72972972972973,0.6448582058844785,-7608.870423762899,8.238573126044923,1.8,15.0,1.5,2.0,15.0,peak,False
GBPUSD,24,29.166666666666668,0.3489156216046875,-10831.488423192786,10.952689711386936,1.0,8.0,1.0,1.5,15.0,peak,True
GBPUSD,18,27.77777777777778,0.40096941922114815,-7721.433128398319,8.07394576762809,1.0,8.0,1.2,1.8,15.0,peak,True
GBPUSD,11,27.27272727272727,0.4872715311945975,-4157.384118330228,5.371477040836988,1.0,8.0,1.5,2.0,15.0,peak,True
GBPUSD,23,26.08695652173913,0.2835470050439972,-11861.093858948734,11.986974679417306,1.0,10.0,1.0,1.5,15.0,peak,True
GBPUSD,16,25.0,0.3864417745621358,-7314.1602574681165,7.675367454441405,1.0,10.0,1.2,1.8,15.0,peak,True
GBPUSD,11,27.27272727272727,0.4887870259690567,-4139.758839517657,5.360926779211137,1.0,10.0,1.5,2.0,15.0,peak,True
GBPUSD,18,27.77777777777778,0.33605014335208555,-8519.188327833312,8.660263319649129,1.0,12.0,1.0,1.5,15.0,peak,True
GBPUSD,15,20.0,0.2732204449516843,-8603.070978953663,8.96910175093524,1.0,12.0,1.2,1.8,15.0,peak,True
GBPUSD,11,27.27272727272727,0.49153420935837533,-4103.240690202059,5.338078459750798,1.0,12.0,1.5,2.0,15.0,peak,True
GBPUSD,16,25.0,0.2711764653240439,-8604.599903806666,8.759964799890337,1.0,15.0,1.0,1.5,15.0,peak,True
GBPUSD,14,21.428571428571427,0.3003742056183935,-7587.166291321686,8.354388133034975,1.0,15.0,1.2,1.8,15.0,peak,True
GBPUSD,9,33.33333333333333,0.597785529225659,-2445.4262913214625,3.3251230762451436,1.0,15.0,1.5,2.0,15.0,peak,True
GBPUSD,19,31.57894736842105,0.4236645135962382,-7392.360626083435,7.53383814600797,1.2,8.0,1.0,1.5,15.0,peak,True
GBPUSD,12,25.0,0.3677175841675184,-5684.3278847342735,6.447517227980745,1.2,8.0,1.2,1.8,15.0,peak,True
GBPUSD,10,30.0,0.5642789726322982,-3091.930676192089,4.348119944519029,1.2,8.0,1.5,2.0,15.0,peak,True
GBPUSD,18,27.77777777777778,0.33607395402950696,-8485.218752896675,8.625512766331218,1.2,10.0,1.0,1.5,15.0,peak,True
GBPUSD,12,25.0,0.3677175841675184,-5684.3278847342735,6.447517227980745,1.2,10.0,1.2,1.8,15.0,peak,True
GBPUSD,10,30.0,0.5642789726322982,-3091.930676192089,4.348119944519029,1.2,10.0,1.5,2.0,15.0,peak,True
GBPUSD,16,25.0,0.3239732692379732,-7994.289283963415,8.141210133651809,1.2,12.0,1.0,1.5,15.0,peak,True
GBPUSD,12,25.0,0.3687599358866047,-5669.200191766009,6.438301923682258,1.2,12.0,1.2,1.8,15.0,peak,True
GBPUSD,10,30.0,0.5658550666907897,-3077.1137003282056,4.3396645488678445,1.2,12.0,1.5,2.0,15.0,peak,True
GBPUSD,15,20.0,0.2290708885181146,-9057.59945455339,9.211785498934152,1.2,15.0,1.0,1.5,15.0,peak,True
GBPUSD,12,25.0,0.37088758216967344,-5631.923541580152,6.414388699146169,1.2,15.0,1.2,1.8,15.0,peak,True
GBPUSD,8,37.5,0.7214098643860927,-1418.511833925746,2.3085285564060727,1.2,15.0,1.5,2.0,15.0,peak,True
GBPUSD,11,27.27272727272727,0.3845520900416175,-4487.1652967052505,4.821675406248419,1.5,8.0,1.0,1.5,15.0,peak,True
GBPUSD,10,30.0,0.4812708879571349,-3650.228021334726,4.459113562252588,1.5,8.0,1.2,1.8,15.0,peak,True
GBPUSD,7,28.57142857142857,0.47239787009983814,-2668.539110046855,3.3096644620351854,1.5,8.0,1.5,2.0,15.0,peak,True
GBPUSD,11,27.27272727272727,0.3845520900416175,-4487.1652967052505,4.821675406248419,1.5,10.0,1.0,1.5,15.0,peak,True
GBPUSD,10,30.0,0.4812708879571349,-3650.228021334726,4.459113562252588,1.5,10.0,1.2,1.8,15.0,peak,True
GBPUSD,7,28.57142857142857,0.47239787009983814,-2668.539110046855,3.3096644620351854,1.5,10.0,1.5,2.0,15.0,peak,True
GBPUSD,11,27.27272727272727,0.3845520900416175,-4487.1652967052505,4.821675406248419,1.5,12.0,1.0,1.5,15.0,peak,True
GBPUSD,10,30.0,0.4812708879571349,-3650.228021334726,4.459113562252588,1.5,12.0,1.2,1.8,15.0,peak,True
GBPUSD,7,28.57142857142857,0.47239787009983814,-2668.539110046855,3.3096644620351854,1.5,12.0,1.5,2.0,15.0,peak,True
GBPUSD,11,27.27272727272727,0.3856074845464023,-4475.01598029281,4.814349584815311,1.5,15.0,1.0,1.5,15.0,peak,True
GBPUSD,10,30.0,0.4823764880599506,-3639.034854689671,4.4524509109843855,1.5,15.0,1.2,1.8,15.0,peak,True
GBPUSD,7,28.57142857142857,0.39291563905812943,-3069.019286550305,3.307117924641871,1.5,15.0,1.5,2.0,15.0,peak,True
GBPUSD,10,40.0,0.6714991118383606,-1997.933615553804,3.0577227823748636,1.8,8.0,1.0,1.5,15.0,peak,True
GBPUSD,7,42.857142857142854,0.8595707522299163,-572.0463408586947,2.04235843632925,1.8,8.0,1.2,1.8,15.0,peak,True
GBPUSD,5,60.0,1.340100599424905,697.3365502733795,1.029742117656019,1.8,8.0,1.5,2.0,15.0,peak,True
GBPUSD,10,40.0,0.6714991118383606,-1997.933615553804,3.0577227823748636,1.8,10.0,1.0,1.5,15.0,peak,True
GBPUSD,7,42.857142857142854,0.8595707522299163,-572.0463408586947,2.04235843632925,1.8,10.0,1.2,1.8,15.0,peak,True
GBPUSD,5,60.0,1.340100599424905,697.3365502733795,1.029742117656019,1.8,10.0,1.5,2.0,15.0,peak,True
GBPUSD,10,40.0,0.6714991118383606,-1997.933615553804,3.0577227823748636,1.8,12.0,1.0,1.5,15.0,peak,True
GBPUSD,7,42.857142857142854,0.8595707522299163,-572.0463408586947,2.04235843632925,1.8,12.0,1.2,1.8,15.0,peak,True
GBPUSD,5,60.0,1.340100599424905,697.3365502733795,1.029742117656019,1.8,12.0,1.5,2.0,15.0,peak,True
GBPUSD,10,40.0,0.6714991118383606,-1997.933615553804,3.0577227823748636,1.8,15.0,1.0,1.5,15.0,peak,True
GBPUSD,7,42.857142857142854,0.8595707522299163,-572.0463408586947,2.04235843632925,1.8,15.0,1.2,1.8,15.0,peak,True
GBPUSD,5,60.0,1.340100599424905,697.3365502733795,1.029742117656019,1.8,15.0,1.5,2.0,15.0,peak,True
GBPUSD,38,18.421052631578945,0.19961767788049023,-23053.606089351917,23.972909296909688,1.0,8.0,1.0,1.5,20.0,peak,False
GBPUSD,37,16.216216216216218,0.19459992249475547,-23148.517349266534,24.2537043984569,1.0,8.0,1.2,1.8,20.0,peak,False
GBPUSD,35,14.285714285714285,0.2213432278521047,-21239.20177525653,22.562663201329855,1.0,8.0,1.5,2.0,20.0,peak,False
GBPUSD,37,21.62162162162162,0.24754560939478432,-20408.158133829478,21.359067355228053,1.0,10.0,1.0,1.5,20.0,peak,False
GBPUSD,35,20.0,0.23265908523037365,-20118.783481754028,21.267540576926258,1.0,10.0,1.2,1.8,20.0,peak,False
GBPUSD,33,18.181818181818183,0.27064514076313395,-18008.959566653997,19.386700546214836,1.0,10.0,1.5,2.0,20.0,peak,False
GBPUSD,33,24.242424242424242,0.23792769944758063,-18015.901408279533,18.995391686818387,1.0,12.0,1.0,1.5,20.0,peak,False
GBPUSD,33,21.21212121212121,0.24975638186356516,-18367.657896176548,19.541597606594852,1.0,12.0,1.2,1.8,20.0,peak,False
GBPUSD,31,16.129032258064516,0.32124243563370963,-16201.405819473584,17.60952012832857,1.0,12.0,1.5,2.0,20.0,peak,False
GBPUSD,30,26.666666666666668,0.3118225516061175,-13853.016529896588,16.05896454807704,1.0,15.0,1.0,1.5,20.0,peak,False
GBPUSD,30,20.0,0.2919097449634398,-15504.160413875128,16.726490621290484,1.0,15.0,1.2,1.8,20.0,peak,False
GBPUSD,30,20.0,0.38220498809230763,-13611.226893289306,15.965426825847977,1.0,15.0,1.5,2.0,20.0,peak,False
GBPUSD,36,19.444444444444446,0.20871954704650938,-21211.745736852507,22.158398362066464,1.2,8.0,1.0,1.5,20.0,peak,False
GBPUSD,35,20.0,0.23431075011546,-19983.78733770801,21.139925111101398,1.2,8.0,1.2,1.8,20.0,peak,False
GBPUSD,33,18.181818181818183,0.33707532858761347,-16359.501898401097,17.770677651139604,1.2,8.0,1.5,2.0,20.0,peak,False
GBPUSD,36,19.444444444444446,0.20891068269599433,-21201.912557305943,22.148683329638658,1.2,10.0,1.0,1.5,20.0,peak,False
GBPUSD,35,20.0,0.23426287400731224,-19979.684697166158,21.135881748767577,1.2,10.0,1.2,1.8,20.0,peak,False
GBPUSD,33,18.181818181818183,0.33710714043218915,-16354.043521795422,17.76531136782474,1.2,10.0,1.5,2.0,20.0,peak,False
GBPUSD,33,21.21212121212121,0.20952135431736704,-19197.830742301157,20.168680856523878,1.2,12.0,1.0,1.5,20.0,peak,False
GBPUSD,33,21.21212121212121,0.25138548460382987,-18268.506384336244,19.44942789887649,1.2,12.0,1.2,1.8,20.0,peak,False
GBPUSD,31,16.129032258064516,0.3232178454690574,-16102.783858151743,17.51829093700516,1.2,12.0,1.5,2.0,20.0,peak,False
GBPUSD,30,23.333333333333332,0.27395735523716586,-15157.280351794194,17.33387382651647,1.2,15.0,1.0,1.5,20.0,peak,False
GBPUSD,30,20.0,0.2923817622597951,-15473.04754210946,16.69582783325893,1.2,15.0,1.2,1.8,20.0,peak,False
GBPUSD,30,20.0,0.38277326230375963,-13578.711246913954,15.937601128052629,1.2,15.0,1.5,2.0,20.0,peak,False
GBPUSD,30,26.666666666666668,0.3252618614071531,-13027.494278093422,15.458143195411319,1.5,8.0,1.0,1.5,20.0,peak,False
GBPUSD,30,26.666666666666668,0.4316936044593441,-11058.524596474861,13.629041139987216,1.5,8.0,1.2,1.8,20.0,peak,False
GBPUSD,30,23.333333333333332,0.49468020583213573,-10367.466092465722,13.209493365631433,1.5,8.0,1.5,2.0,20.0,peak,False
GBPUSD,30,26.666666666666668,0.3252618614071531,-13027.494278093422,15.458143195411319,1.5,10.0,1.0,1.5,20.0,peak,False
GBPUSD,30,26.666666666666668,0.4316936044593441,-11058.524596474861,13.629041139987216,1.5,10.0,1.2,1.8,20.0,peak,False
GBPUSD,30,23.333333333333332,0.49468020583213573,-10367.466092465722,13.209493365631433,1.5,10.0,1.5,2.0,20.0,peak,False
GBPUSD,30,26.666666666666668,0.32523847889017593,-13026.386462142065,15.455860289963491,1.5,12.0,1.0,1.5,20.0,peak,False
GBPUSD,30,26.666666666666668,0.4316834099225211,-11057.776556252385,13.62740004319133,1.5,12.0,1.2,1.8,20.0,peak,False
GBPUSD,30,23.333333333333332,0.49475695410041015,-10364.283485632768,13.209493365631433,1.5,12.0,1.5,2.0,20.0,peak,False
GBPUSD,30,26.666666666666668,0.32538698626629226,-13012.679848175656,15.44039250347858,1.5,15.0,1.0,1.5,20.0,peak,False
GBPUSD,30,23.333333333333332,0.38513343145693746,-12510.819635329288,13.781955646990232,1.5,15.0,1.2,1.8,20.0,peak,False
GBPUSD,30,23.333333333333332,0.4955505926966643,-10336.334197730946,13.20669687137334,1.5,15.0,1.5,2.0,20.0,peak,False
GBPUSD,28,35.714285714285715,0.5427723918890818,-7497.202854909876,9.584015590674197,1.8,8.0,1.0,1.5,20.0,peak,False
GBPUSD,28,32.142857142857146,0.6277242881904059,-6518.890637298231,8.594734383537098,1.8,8.0,1.2,1.8,20.0,peak,False
GBPUSD,27,25.925925925925924,0.5459840134135779,-7923.829272542498,9.485971310339288,1.8,8.0,1.5,2.0,20.0,peak,False
GBPUSD,28,35.714285714285715,0.5427723918890818,-7497.202854909876,9.584015590674197,1.8,10.0,1.0,1.5,20.0,peak,False
GBPUSD,28,32.142857142857146,0.6277242881904059,-6518.890637298231,8.594734383537098,1.8,10.0,1.2,1.8,20.0,peak,False
GBPUSD,27,25.925925925925924,0.5459840134135779,-7923.829272542498,9.485971310339288,1.8,10.0,1.5,2.0,20.0,peak,False
GBPUSD,28,35.714285714285715,0.5427723918890818,-7497.202854909876,9.584015590674197,1.8,12.0,1.0,1.5,20.0,peak,False
GBPUSD,28,32.142857142857146,0.6277242881904059,-6518.890637298231,8.594734383537098,1.8,12.0,1.2,1.8,20.0,peak,False
GBPUSD,27,25.925925925925924,0.5459840134135779,-7923.829272542498,9.485971310339288,1.8,12.0,1.5,2.0,20.0,peak,False
GBPUSD,28,35.714285714285715,0.5427279619681961,-7497.5240315605915,9.581416644127398,1.8,15.0,1.0,1.5,20.0,peak,False
GBPUSD,28,32.142857142857146,0.6279342468274096,-6513.035614806795,8.591642597960982,1.8,15.0,1.2,1.8,20.0,peak,False
GBPUSD,27,25.925925925925924,0.5461662918041722,-7918.0045632243855,9.48024542163037,1.8,15.0,1.5,2.0,20.0,peak,False
GBPUSD,15,13.333333333333334,0.12381542959214098,-11202.139716024423,10.278209387375206,1.0,8.0,1.0,1.5,20.0,peak,True
GBPUSD,11,9.090909090909092,0.133580741027738,-8620.782181353323,8.047018409878318,1.0,8.0,1.2,1.8,20.0,peak,True
GBPUSD,6,16.666666666666664,0.3178131391972549,-3482.379100692342,4.117355968644217,1.0,8.0,1.5,2.0,20.0,peak,True
GBPUSD,15,13.333333333333334,0.1239440839411916,-11188.868703661123,10.264800291833168,1.0,10.0,1.0,1.5,20.0,peak,True
GBPUSD,10,10.0,0.14961274740261982,-7637.147967905126,7.057488012490988,1.0,10.0,1.2,1.8,20.0,peak,True
GBPUSD,6,16.666666666666664,0.3184658788839017,-3471.916255296237,4.106784258685898,1.0,10.0,1.5,2.0,20.0,peak,True
GBPUSD,12,16.666666666666664,0.1618396704949065,-8322.961584129866,7.519239432464257,1.0,12.0,1.0,1.5,20.0,peak,True
GBPUSD,10,10.0,0.14986221772268474,-7622.197967905478,7.042382459661913,1.0,12.0,1.2,1.8,20.0,peak,True
GBPUSD,6,16.666666666666664,0.3194472467964003,-3456.266255296592,4.090971422446767,1.0,12.0,1.5,2.0,20.0,peak,True
GBPUSD,11,18.181818181818183,0.18189697713325728,-7325.719342049299,6.522311812949486,1.0,15.0,1.0,1.5,20.0,peak,True
GBPUSD,9,11.11111111111111,0.1694712710306681,-6619.872502689497,7.013119172822811,1.0,15.0,1.2,1.8,20.0,peak,True
GBPUSD,5,20.0,0.4052901676949619,-2418.222502689343,3.0680438721661223,1.0,15.0,1.5,2.0,20.0,peak,True
GBPUSD,11,9.090909090909092,0.11205296170529778,-8776.97578224352,7.992790920238624,1.2,8.0,1.0,1.5,20.0,peak,True
GBPUSD,7,14.285714285714285,0.22766976427553665,-4672.085465208467,5.076443584288666,1.2,8.0,1.2,1.8,20.0,peak,True
GBPUSD,5,20.0,0.40341848335782055,-2435.619928256958,3.089368330865217,1.2,8.0,1.5,2.0,20.0,peak,True
GBPUSD,11,9.090909090909092,0.11205296170529778,-8776.97578224352,7.992790920238624,1.2,10.0,1.0,1.5,20.0,peak,True
GBPUSD,7,14.285714285714285,0.22766976427553665,-4672.085465208467,5.076443584288666,1.2,10.0,1.2,1.8,20.0,peak,True
GBPUSD,5,20.0,0.40341848335782055,-2435.619928256958,3.089368330865217,1.2,10.0,1.5,2.0,20.0,peak,True
GBPUSD,10,10.0,0.12557409658612706,-7803.763274157434,7.012146363042956,1.2,12.0,1.0,1.5,20.0,peak,True
GBPUSD,7,14.285714285714285,0.2282416575076787,-4662.815179851343,5.068836432614573,1.2,12.0,1.2,1.8,20.0,peak,True
GBPUSD,5,20.0,0.4042413144232486,-2427.309762099292,3.0809721099500305,1.2,12.0,1.5,2.0,20.0,peak,True
GBPUSD,10,10.0,0.12576612312851346,-7789.2420181177295,6.997344657027151,1.2,15.0,1.0,1.5,20.0,peak,True
GBPUSD,7,14.285714285714285,0.22853511897387324,-4649.00729008147,5.053074889007291,1.2,15.0,1.2,1.8,20.0,peak,True
GBPUSD,4,25.0,0.5442394700508439,-1393.0170361827913,2.0525819073480025,1.2,15.0,1.5,2.0,20.0,peak,True
GBPUSD,6,16.666666666666664,0.2707913478795829,-3153.9443204535783,3.3391495545546817,1.5,8.0,1.0,1.5,20.0,peak,True
GBPUSD,5,20.0,0.34844507482101944,-2641.7434850440914,3.065721630514954,1.5,8.0,1.2,1.8,20.0,peak,True
GBPUSD,3,0.0,0.0,-3047.9865157464665,2.04881339513235,1.5,8.0,1.5,2.0,20.0,peak,True
GBPUSD,6,16.666666666666664,0.2707913478795829,-3153.9443204535783,3.3391495545546817,1.5,10.0,1.0,1.5,20.0,peak,True
GBPUSD,5,20.0,0.34844507482101944,-2641.7434850440914,3.065721630514954,1.5,10.0,1.2,1.8,20.0,peak,True
GBPUSD,3,0.0,0.0,-3047.9865157464665,2.04881339513235,1.5,10.0,1.5,2.0,20.0,peak,True
GBPUSD,6,16.666666666666664,0.2707913478795829,-3153.9443204535783,3.3391495545546817,1.5,12.0,1.0,1.5,20.0,peak,True
GBPUSD,5,20.0,0.34844507482101944,-2641.7434850440914,3.065721630514954,1.5,12.0,1.2,1.8,20.0,peak,True
GBPUSD,3,0.0,0.0,-3047.9865157464665,2.04881339513235,1.5,12.0,1.5,2.0,20.0,peak,True
GBPUSD,6,16.666666666666664,0.27120547823403296,-3147.339807210592,3.3324769761744024,1.5,15.0,1.0,1.5,20.0,peak,True
GBPUSD,5,20.0,0.3490998338159344,-2634.13897138444,3.0580387458615395,1.5,15.0,1.2,1.8,20.0,peak,True
GBPUSD,3,0.0,0.0,-3045.617036182666,2.046419496062395,1.5,15.0,1.5,2.0,20.0,peak,True
GBPUSD,5,40.0,0.7884161795122804,-649.6134004491032,2.0503303102294037,1.8,8.0,1.0,1.5,20.0,peak,True
GBPUSD,3,33.33333333333333,0.7140576507563541,-586.2913847720483,1.029974916446951,1.8,8.0,1.2,1.8,20.0,peak,True
GBPUSD,3,33.33333333333333,0.3536691721428784,-1319.5397312912828,1.02881684771709,1.8,8.0,1.5,2.0,20.0,peak,True
GBPUSD,5,40.0,0.7884161795122804,-649.6134004491032,2.0503303102294037,1.8,10.0,1.0,1.5,20.0,peak,True
