trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,be_hit,starting_balance,exit_time,exit_price,exit_reason,duration_m,partial_pnl,runner_pnl,commission,net_pnl,ending_balance,entry_dt,exit_dt,running_bal,cummax,drawdown_pct
88,NAS100,SELL,2026-08-10 19:50:00+00:00,29641.6,29726.45479796433,29514.3178030535,29471.89040407133,29726.45479796433,84.85479796433322,127.28219694649982,169.70959592866643,0.07,0.04,0.03,False,False,False,5692.08,2026-08-10 22:00:00+00:00,29680.8,EOD_EXIT,130.0,-15.68,-11.76,0.35,-27.79,5664.29,2026-08-10 19:50:00+00:00,2026-08-10 22:00:00+00:00,5664.299999999999,5757.86,1.6249092544799701
89,XAUUSD,BUY,2026-08-11 14:50:00+00:00,4395.16,4379.08224079684,4417.668862884424,4430.531070246952,4379.08224079684,16.077759203159925,22.50886288442389,35.37107024695184,0.04,0.02,0.02,False,False,False,5664.29,2026-08-11 15:30:00+00:00,4379.08224079684,SL,40.0,-32.16,-32.16,0.2,-64.51,5599.78,2026-08-11 14:50:00+00:00,2026-08-11 15:30:00+00:00,5599.789999999999,5757.86,2.745290785118093
90,XAUUSD,SELL,2026-08-11 20:15:00+00:00,4368.17,4383.602776944508,4346.564112277689,4334.217890722081,4383.602776944508,15.432776944508303,21.605887722311625,33.95210927791827,0.04,0.02,0.02,False,False,False,5599.78,2026-08-11 22:00:00+00:00,4372.45,EOD_EXIT,105.0,-8.56,-8.56,0.2,-17.32,5582.46,2026-08-11 20:15:00+00:00,2026-08-11 22:00:00+00:00,5582.469999999999,5757.86,3.046096987422416
91,XAUUSD,BUY,2026-08-12 06:50:00+00:00,4401.2,4386.828089264842,4421.32067502922,4432.818203617347,4401.2,14.371910735157687,20.12067502922076,31.618203617346914,0.04,0.02,0.02,True,False,True,5582.46,2026-08-12 12:30:00+00:00,4401.2,TP1_THEN_BE,340.0,40.24,0.0,0.2,40.04,5622.5,2026-08-12 06:50:00+00:00,2026-08-12 12:30:00+00:00,5622.509999999999,5757.86,2.3506997391392
92,NAS100,BUY,2026-08-12 14:20:00+00:00,29832.8,29763.625843478138,29936.561234782792,29971.14831304372,29763.625843478138,69.1741565218608,103.7612347827912,138.3483130437216,0.08,0.04,0.04,False,False,False,5622.5,2026-08-12 14:30:00+00:00,29763.625843478138,SL,10.0,-27.67,-27.67,0.4,-55.74,5566.76,2026-08-12 14:20:00+00:00,2026-08-12 14:30:00+00:00,5566.7699999999995,5757.86,3.3187677366243737
93,NAS100,BUY,2026-08-12 14:35:00+00:00,29832.3,29763.125843478138,29936.061234782792,29970.64831304372,29763.125843478138,69.1741565218608,103.7612347827912,138.3483130437216,0.08,0.04,0.04,False,False,False,5566.76,2026-08-12 14:55:00+00:00,29763.125843478138,SL,20.0,-27.67,-27.67,0.4,-55.74,5511.03,2026-08-12 14:35:00+00:00,2026-08-12 14:55:00+00:00,5511.03,5757.86,4.286835734109546
94,XAUUSD,BUY,2026-08-12 16:20:00+00:00,4426.26,4408.558542228983,4451.042040879423,4465.203207096237,4408.558542228983,17.701457771016575,24.782040879423203,38.94320709623647,0.03,0.01,0.02,False,False,False,5511.03,2026-08-12 16:45:00+00:00,4408.558542228983,SL,25.0,-17.7,-35.4,0.15,-53.25,5457.77,2026-08-12 16:20:00+00:00,2026-08-12 16:45:00+00:00,5457.78,5757.86,5.211658498122565
95,NAS100,BUY,2026-08-12 16:35:00+00:00,29796.3,29724.17381401941,29904.48927897088,29940.552371961167,29724.17381401941,72.12618598058395,108.18927897087592,144.2523719611679,0.08,0.04,0.04,False,False,False,5511.03,2026-08-12 20:30:00+00:00,29724.17381401941,SL,235.0,-28.85,-28.85,0.4,-58.1,5399.67,2026-08-12 16:35:00+00:00,2026-08-12 20:30:00+00:00,5399.679999999999,5757.86,6.22071394580626
96,NAS100,BUY,2026-08-13 11:30:00+00:00,29785.0,29731.00715213159,29865.989271802613,29892.985695736817,29731.00715213159,53.99284786840911,80.98927180261366,107.98569573681822,0.1,0.05,0.05,False,False,False,5399.67,2026-08-13 12:15:00+00:00,29731.00715213159,SL,45.0,-27.0,-27.0,0.5,-54.49,5345.18,2026-08-13 11:30:00+00:00,2026-08-13 12:15:00+00:00,5345.19,5757.86,7.167072488737136
97,NAS100,BUY,2026-08-13 12:55:00+00:00,29794.2,29741.29235555076,29873.56146667385,29900.015288898478,29794.2,52.90764444923698,79.36146667385547,105.81528889847397,0.1,0.05,0.05,True,True,True,5345.18,2026-08-13 13:35:00+00:00,29900.015288898478,FULL_TP2,40.0,39.68,52.91,0.5,92.09,5437.27,2026-08-13 12:55:00+00:00,2026-08-13 13:35:00+00:00,5437.28,5757.86,5.567693552813023
98,NAS100,BUY,2026-08-13 16:25:00+00:00,30099.6,30020.062176355823,30218.906735466266,30258.67564728835,30020.062176355823,79.53782364417548,119.3067354662632,159.07564728835095,0.07,0.04,0.03,False,False,False,5437.27,2026-08-13 22:00:00+00:00,30115.0,EOD_EXIT,335.0,6.16,4.62,0.35,10.43,5447.7,2026-08-13 16:25:00+00:00,2026-08-13 22:00:00+00:00,5447.71,5757.86,5.386549864011971
99,XAUUSD,SELL,2026-08-13 17:30:00+00:00,4361.07,4378.8875536989735,4336.125424821435,4321.871381862256,4378.8875536989735,17.817553698974216,24.944575178563905,39.19861813774328,0.03,0.01,0.02,False,False,False,5437.27,2026-08-13 22:00:00+00:00,4352.93,EOD_EXIT,270.0,8.14,16.28,0.15,24.27,5471.97,2026-08-13 17:30:00+00:00,2026-08-13 22:00:00+00:00,5471.9800000000005,5757.86,4.965039094385748
100,NAS100,BUY,2026-08-14 12:30:00+00:00,30187.0,30135.774312081947,30263.83853187708,30289.45137583611,30135.774312081947,51.22568791805454,76.8385318770818,102.45137583610908,0.11,0.06,0.05,False,False,False,5471.97,2026-08-14 13:30:00+00:00,30135.774312081947,SL,60.0,-30.74,-25.61,0.55,-56.9,5415.07,2026-08-14 12:30:00+00:00,2026-08-14 13:30:00+00:00,5415.080000000001,5757.86,5.953253465697305
101,XAUUSD,BUY,2026-08-17 10:25:00+00:00,4405.1,4391.912469185274,4423.562543140618,4434.112567792399,4391.912469185274,13.187530814726676,18.462543140617345,29.01256779239869,0.04,0.02,0.02,False,False,False,5415.07,2026-08-17 12:10:00+00:00,4391.912469185274,SL,105.0,-26.38,-26.38,0.2,-52.95,5305.57,2026-08-17 10:25:00+00:00,2026-08-17 12:10:00+00:00,5362.130000000001,5757.86,6.87286596061729
102,NAS100,BUY,2026-08-17 10:25:00+00:00,30260.5,30209.596601424124,30336.85509786381,30362.306797151752,30209.596601424124,50.90339857587531,76.35509786381296,101.80679715175062,0.11,0.06,0.05,False,False,False,5415.07,2026-08-17 12:00:00+00:00,30209.596601424124,SL,95.0,-30.54,-25.45,0.55,-56.54,5358.52,2026-08-17 10:25:00+00:00,2026-08-17 12:00:00+00:00,5305.590000000001,5757.86,7.854828009017216
103,NAS100,BUY,2026-08-17 15:00:00+00:00,30193.4,30133.27399843177,30283.58900235235,30313.652003136463,30133.27399843177,60.12600156823136,90.18900235234705,120.25200313646272,0.09,0.04,0.05,False,False,False,5305.57,2026-08-17 15:40:00+00:00,30133.27399843177,SL,40.0,-24.05,-30.06,0.45,-54.56,5251.01,2026-08-17 15:00:00+00:00,2026-08-17 15:40:00+00:00,5251.030000000001,5757.86,8.802402281403143
104,NAS100,SELL,2026-08-18 07:20:00+00:00,29786.6,29856.98230952392,29681.02653571412,29645.83538095216,29786.6,70.38230952391952,105.57346428587928,140.76461904783903,0.07,0.04,0.03,True,True,True,5251.01,2026-08-18 09:30:00+00:00,29645.83538095216,FULL_TP2,130.0,42.23,42.23,0.35,84.11,5335.12,2026-08-18 07:20:00+00:00,2026-08-18 09:30:00+00:00,5335.14,5757.86,7.341616503353665
105,XAUUSD,SELL,2026-08-18 08:05:00+00:00,4390.81,4403.89465394497,4372.491484477044,4362.023761321068,4403.89465394497,13.084653944969215,18.318515522956904,28.78623867893228,0.04,0.02,0.02,False,False,False,5251.01,2026-08-18 13:40:00+00:00,4403.89465394497,SL,335.0,-26.17,-26.17,0.2,-52.54,5282.58,2026-08-18 08:05:00+00:00,2026-08-18 13:40:00+00:00,5282.6,5757.86,8.254108297179844
106,NAS100,SELL,2026-08-18 12:15:00+00:00,29660.7,29730.368696172103,29556.19695574185,29521.3626076558,29660.7,69.66869617210241,104.50304425815362,139.33739234420483,0.08,0.04,0.04,True,True,True,5335.12,2026-08-18 14:10:00+00:00,29521.3626076558,FULL_TP2,115.0,41.8,55.73,0.4,97.14,5379.72,2026-08-18 12:15:00+00:00,2026-08-18 14:10:00+00:00,5379.740000000001,5757.86,6.56702316485637
107,XAUUSD,SELL,2026-08-18 14:30:00+00:00,4389.75,4402.848959591861,4371.411456571394,4360.932288897906,4389.75,13.09895959186112,18.338543428605565,28.817711102094464,0.04,0.02,0.02,True,True,True,5379.72,2026-08-18 15:10:00+00:00,4360.932288897906,FULL_TP2,40.0,36.68,57.64,0.2,94.11,5473.83,2026-08-18 14:30:00+00:00,2026-08-18 15:10:00+00:00,5473.85,5757.86,4.932561750372522
108,NAS100,SELL,2026-08-18 17:20:00+00:00,29527.7,29614.155785178475,29398.016322232288,29354.78842964305,29614.155785178475,86.45578517847554,129.6836777677133,172.91157035695107,0.06,0.03,0.03,False,False,False,5473.83,2026-08-18 22:00:00+00:00,29498.8,EOD_EXIT,280.0,8.67,8.67,0.3,17.04,5490.87,2026-08-18 17:20:00+00:00,2026-08-18 22:00:00+00:00,5490.89,5757.86,4.636618465888357
109,XAUUSD,BUY,2026-08-19 18:50:00+00:00,4494.28,4475.827477392849,4520.113531650011,4534.875549735732,4494.28,18.452522607150843,25.833531650011174,40.59554973573186,0.03,0.01,0.02,True,False,True,5490.87,2026-08-19 22:00:00+00:00,4521.26,EOD_EXIT,190.0,25.83,53.96,0.15,79.64,5570.51,2026-08-19 18:50:00+00:00,2026-08-19 22:00:00+00:00,5570.530000000001,5757.86,3.253465697325031
110,NAS100,SELL,2026-08-19 19:45:00+00:00,29441.3,29551.231978394604,29276.40203240809,29221.43604321079,29551.231978394604,109.9319783946052,164.8979675919078,219.8639567892104,0.05,0.03,0.02,False,False,False,5490.87,2026-08-19 22:00:00+00:00,29534.5,EOD_EXIT,135.0,-27.96,-18.64,0.25,-46.85,5523.66,2026-08-19 19:45:00+00:00,2026-08-19 22:00:00+00:00,5523.68,5757.86,4.067136054020059
111,NAS100,BUY,2026-08-20 06:05:00+00:00,29585.9,29498.44827685888,29717.07758471168,29760.80344628224,29498.44827685888,87.45172314111853,131.1775847116778,174.90344628223707,0.06,0.03,0.03,False,False,False,5523.66,2026-08-20 08:00:00+00:00,29498.44827685888,SL,115.0,-26.24,-26.24,0.3,-52.77,5470.89,2026-08-20 06:05:00+00:00,2026-08-20 08:00:00+00:00,5470.91,5757.86,4.983622387484235
112,NAS100,SELL,2026-08-20 10:35:00+00:00,29455.9,29546.013280004,29320.73007999401,29275.67343999201,29455.9,90.11328000399584,135.16992000599373,180.22656000799165,0.06,0.03,0.03,True,True,True,5470.89,2026-08-20 12:00:00+00:00,29275.67343999201,FULL_TP2,85.0,40.55,54.07,0.3,94.32,5565.21,2026-08-20 10:35:00+00:00,2026-08-20 12:00:00+00:00,5565.23,5757.86,3.3455137846352656
113,NAS100,SELL,2026-08-20 14:15:00+00:00,29246.0,29350.59406992384,29089.108895114245,29036.811860152327,29350.59406992384,104.594069923837,156.8911048857555,209.188139847674,0.05,0.03,0.02,False,False,False,5565.21,2026-08-20 14:40:00+00:00,29350.59406992384,SL,25.0,-31.38,-20.92,0.25,-52.55,5512.66,2026-08-20 14:15:00+00:00,2026-08-20 14:40:00+00:00,5512.679999999999,5757.86,4.258179254097882
114,NAS100,SELL,2026-08-20 15:20:00+00:00,29250.8,29356.91592207213,29091.6261168918,29038.56815585573,29356.91592207213,106.1159220721342,159.17388310820132,212.2318441442684,0.05,0.03,0.02,False,False,False,5512.66,2026-08-20 22:00:00+00:00,29210.1,EOD_EXIT,400.0,12.21,8.14,0.25,20.1,5532.76,2026-08-20 15:20:00+00:00,2026-08-20 22:00:00+00:00,5532.78,5757.86,3.9090912248647927
115,XAUUSD,BUY,2026-08-20 17:30:00+00:00,4518.15,4499.866462878196,4543.746951970525,4558.373781667967,4499.866462878196,18.283537121803235,25.59695197052453,40.22378166796712,0.03,0.01,0.02,False,False,False,5512.66,2026-08-20 22:00:00+00:00,4519.63,EOD_EXIT,270.0,1.48,2.96,0.15,4.29,5537.05,2026-08-20 17:30:00+00:00,2026-08-20 22:00:00+00:00,5537.07,5757.86,3.834584376834448
116,XAUUSD,BUY,2026-08-21 14:00:00+00:00,4588.48,4570.273836162145,4613.9686293729965,4628.53356044328,4588.48,18.20616383785498,25.48862937299697,40.05356044328096,0.03,0.01,0.02,True,True,True,5537.05,2026-08-21 16:55:00+00:00,4628.53356044328,FULL_TP2,175.0,25.49,80.11,0.15,105.45,5642.5,2026-08-21 14:00:00+00:00,2026-08-21 16:55:00+00:00,5642.5199999999995,5757.86,2.0031747906340227
117,NAS100,SELL,2026-08-21 20:10:00+00:00,29312.0,29396.842414402523,29184.736378396217,29142.31517119496,29396.842414402523,84.84241440252187,127.2636216037828,169.68482880504374,0.07,0.04,0.03,False,False,False,5642.5,2026-08-23 22:00:00+00:00,29261.6,EOD_EXIT,2990.0,20.16,15.12,0.35,34.93,5677.43,2026-08-21 20:10:00+00:00,2026-08-23 22:00:00+00:00,5677.45,5757.86,1.3965257925687644
118,XAUUSD,BUY,2026-08-24 06:00:00+00:00,4644.88,4626.245666630882,4670.968066716766,4685.87553341206,4644.88,18.634333369118117,26.08806671676536,40.99553341205986,0.03,0.01,0.02,True,False,True,5677.43,2026-08-24 15:55:00+00:00,4644.88,TP1_THEN_BE,595.0,26.09,0.0,0.15,25.94,5807.35,2026-08-24 06:00:00+00:00,2026-08-24 15:55:00+00:00,5703.389999999999,5757.86,0.9460111916580163
119,NAS100,SELL,2026-08-24 10:45:00+00:00,29137.4,29224.34195874352,29006.987061884724,28963.51608251296,29137.4,86.94195874351959,130.4129381152794,173.88391748703918,0.07,0.04,0.03,True,True,True,5677.43,2026-08-24 13:40:00+00:00,28963.51608251296,FULL_TP2,175.0,52.17,52.17,0.35,103.98,5781.41,2026-08-24 10:45:00+00:00,2026-08-24 13:40:00+00:00,5807.369999999999,5807.369999999999,0.0
120,NAS100,SELL,2026-08-24 17:30:00+00:00,29068.1,29175.61278688479,28906.83081967281,28853.074426230414,29175.61278688479,107.51278688479104,161.26918032718658,215.0255737695821,0.05,0.03,0.02,False,False,False,5807.35,2026-08-24 22:00:00+00:00,29068.4,EOD_EXIT,270.0,-0.09,-0.06,0.25,-0.4,5806.95,2026-08-24 17:30:00+00:00,2026-08-24 22:00:00+00:00,5806.969999999999,5807.369999999999,0.006887799468600008
121,XAUUSD,SELL,2026-08-25 07:05:00+00:00,4641.08,4660.649784674352,4613.682301455907,4598.026473716424,4641.08,19.569784674352444,27.39769854409342,43.05352628357538,0.03,0.01,0.02,True,False,True,5806.95,2026-08-25 15:20:00+00:00,4641.08,TP1_THEN_BE,495.0,27.4,0.0,0.15,27.25,5775.8,2026-08-25 07:05:00+00:00,2026-08-25 15:20:00+00:00,5834.219999999999,5834.219999999999,0.0
122,NAS100,BUY,2026-08-25 08:20:00+00:00,29258.1,29175.185107022608,29382.472339466087,29423.92978595478,29175.185107022608,82.91489297739163,124.37233946608744,165.82978595478326,0.07,0.04,0.03,False,False,False,5806.95,2026-08-25 14:20:00+00:00,29175.185107022608,SL,360.0,-33.17,-24.87,0.35,-58.39,5748.56,2026-08-25 08:20:00+00:00,2026-08-25 14:20:00+00:00,5775.829999999999,5834.219999999999,1.0008193040372206
123,XAUUSD,SELL,2026-08-25 17:05:00+00:00,4636.11,4655.318576815012,4609.217992458982,4593.851131006972,4655.318576815012,19.208576815012563,26.892007541017588,42.25886899302764,0.03,0.01,0.02,False,False,False,5775.8,2026-08-25 19:00:00+00:00,4655.318576815012,SL,115.0,-19.21,-38.42,0.15,-57.78,5718.03,2026-08-25 17:05:00+00:00,2026-08-25 19:00:00+00:00,5718.049999999999,5834.219999999999,1.9911830544614377
124,NAS100,BUY,2026-08-25 18:45:00+00:00,29211.8,29122.35335815829,29345.969962762563,29390.693283683417,29122.35335815829,89.44664184170847,134.1699627625627,178.89328368341694,0.06,0.03,0.03,False,False,False,5775.8,2026-08-25 22:00:00+00:00,29247.5,EOD_EXIT,195.0,10.71,10.71,0.3,21.12,5739.15,2026-08-25 18:45:00+00:00,2026-08-25 22:00:00+00:00,5739.169999999999,5834.219999999999,1.629180935926314
125,NAS100,SELL,2026-08-26 10:10:00+00:00,29143.4,29217.222052713165,29032.666920930256,28995.755894573675,29217.222052713165,73.82205271316334,110.73307906974502,147.6441054263267,0.08,0.04,0.04,False,False,False,5739.15,2026-08-26 11:15:00+00:00,29217.222052713165,SL,65.0,-29.53,-29.53,0.4,-59.46,5679.69,2026-08-26 10:10:00+00:00,2026-08-26 11:15:00+00:00,5679.709999999999,5834.219999999999,2.64834030941583
126,NAS100,SELL,2026-08-26 11:45:00+00:00,29137.7,29210.03476323365,29029.197855149523,28993.030473532697,29210.03476323365,72.33476323365169,108.50214485047752,144.66952646730337,0.08,0.04,0.04,False,False,False,5679.69,2026-08-26 13:30:00+00:00,29210.03476323365,SL,105.0,-28.93,-28.93,0.4,-58.27,5621.42,2026-08-26 11:45:00+00:00,2026-08-26 13:30:00+00:00,5621.439999999999,5834.219999999999,3.647102783234103
127,XAUUSD,SELL,2026-08-26 12:50:00+00:00,4616.25,4630.746418468181,4595.955014144547,4584.357879370003,4630.746418468181,14.496418468180789,20.294985855453103,31.892120629997734,0.04,0.02,0.02,False,False,False,5679.69,2026-08-26 13:55:00+00:00,4630.746418468181,SL,65.0,-28.99,-28.99,0.2,-58.19,5563.24,2026-08-26 12:50:00+00:00,2026-08-26 13:55:00+00:00,5563.249999999999,5834.219999999999,4.644494036906395
128,NAS100,BUY,2026-08-27 11:05:00+00:00,29556.5,29468.447812091064,29688.578281863407,29732.604375817875,29468.447812091064,88.05218790893721,132.07828186340583,176.10437581787443,0.06,0.03,0.03,False,False,False,5563.24,2026-08-27 11:45:00+00:00,29468.447812091064,SL,40.0,-26.42,-26.42,0.3,-53.13,5510.11,2026-08-27 11:05:00+00:00,2026-08-27 11:45:00+00:00,5510.119999999999,5834.219999999999,5.5551556163463225
129,XAUUSD,SELL,2026-08-27 12:40:00+00:00,4587.64,4603.723562912673,4565.12301192226,4552.256161592122,4587.64,16.0835629126719,22.51698807774066,35.38383840787819,0.03,0.01,0.02,True,False,True,5510.11,2026-08-27 14:35:00+00:00,4587.64,TP1_THEN_BE,115.0,22.52,0.0,0.15,22.37,5532.47,2026-08-27 12:40:00+00:00,2026-08-27 14:35:00+00:00,5532.489999999999,5834.219999999999,5.171728183030474
130,NAS100,BUY,2026-08-27 14:15:00+00:00,29525.7,29430.48292389361,29668.525614159586,29716.13415221278,29430.48292389361,95.21707610639032,142.82561415958548,190.43415221278065,0.06,0.03,0.03,False,False,False,5510.11,2026-08-27 22:00:00+00:00,29566.4,EOD_EXIT,465.0,12.21,12.21,0.3,24.12,5556.59,2026-08-27 14:15:00+00:00,2026-08-27 22:00:00+00:00,5556.609999999999,5834.219999999999,4.758305309021611
131,XAUUSD,SELL,2026-08-31 08:30:00+00:00,4435.93,4457.701882143005,4405.449364999794,4388.03185928539,4457.701882143005,21.77188214300453,30.480635000206338,47.898140714609966,0.03,0.01,0.02,False,False,False,5556.59,2026-08-31 11:20:00+00:00,4457.701882143005,SL,170.0,-21.77,-43.54,0.15,-65.47,5491.13,2026-08-31 08:30:00+00:00,2026-08-31 11:20:00+00:00,5491.1399999999985,5834.219999999999,5.880477595976855
132,XAUUSD,SELL,2026-08-31 15:30:00+00:00,4430.16,4449.997614271814,4402.387340019461,4386.517248602009,4449.997614271814,19.83761427181402,27.772659980539625,43.64275139799084,0.03,0.01,0.02,False,False,False,5491.13,2026-08-31 19:50:00+00:00,4449.997614271814,SL,260.0,-19.84,-39.68,0.15,-59.66,5431.47,2026-08-31 15:30:00+00:00,2026-08-31 19:50:00+00:00,5431.479999999999,5834.219999999999,6.903065019831284
