trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,be_hit,starting_balance,exit_time,exit_price,exit_reason,duration_m,partial_pnl,runner_pnl,commission,net_pnl,ending_balance,return_pct
11,XAUUSD,SELL,2026-07-07 07:55:00+00:00,4124.35,4142.940084504771,4098.323881693322,4083.4518140895048,4142.940084504771,18.590084504770687,26.02611830667896,40.89818591049551,0.03,0.01,0.02,False,False,False,5129.91960352546,2026-07-07 11:20:00+00:00,4142.940084504771,SL,205.0,-18.59,-37.18,0.15,-55.92,5074.0,-1.0900755630082355
12,NAS100,SELL,2026-07-07 07:55:00+00:00,29443.600000000002,29589.999219944562,29224.001170083164,29150.801560110882,29443.600000000002,146.39921994455972,219.59882991683958,292.79843988911944,0.04,0.02,0.02,True,True,True,5129.91960352546,2026-07-07 14:10:00+00:00,29150.801560110882,FULL_TP2,375.0,43.92,58.56,0.2,102.28,5176.28,1.9937934296223592
13,XAUUSD,BUY,2026-07-07 17:35:00+00:00,4146.36,4125.6017626037565,4175.42153235474,4192.028122271734,4125.6017626037565,20.758237396243036,29.061532354740248,45.66812227173468,0.02,0.01,0.01,False,False,False,5176.278803972339,2026-07-07 18:50:00+00:00,4125.6017626037565,SL,75.0,-20.76,-20.76,0.1,-41.62,5134.66,-0.804052516801458
14,NAS100,SELL,2026-07-07 18:40:00+00:00,29269.5,29439.714244512543,29014.17863323119,28929.071510974918,29439.714244512543,170.21424451254134,255.32136676881203,340.4284890250827,0.03,0.01,0.02,False,False,False,5176.278803972339,2026-07-07 22:00:00+00:00,29158.0,EOD_EXIT,200.0,11.15,22.3,0.15,33.3,5167.96,0.6433192890314404
15,NAS100,SELL,2026-07-08 08:15:00+00:00,29062.300000000003,29230.32217405176,28810.26673892237,28726.255651896492,29062.300000000003,168.0221740517554,252.03326107763309,336.0443481035108,0.03,0.01,0.02,True,True,True,5167.962329179853,2026-07-08 09:10:00+00:00,28726.255651896492,FULL_TP2,55.0,25.2,67.21,0.15,92.26,5260.22,1.7852297312438326
16,NAS100,SELL,2026-07-08 11:00:00+00:00,28793.5,28992.361070113595,28495.208394829606,28395.77785977281,28992.361070113595,198.86107011359525,298.29160517039287,397.7221402271905,0.03,0.01,0.02,False,False,False,5260.224524908319,2026-07-08 12:30:00+00:00,28992.361070113595,SL,90.0,-19.89,-39.77,0.15,-59.81,5200.42,-1.137023709098091
17,XAUUSD,SELL,2026-07-08 14:05:00+00:00,4063.3,4090.3271945407246,4025.461927642986,4003.8401720104066,4063.3,27.027194540724356,37.8380723570141,59.459827989593585,0.02,0.01,0.01,True,False,True,5200.416203874241,2026-07-08 16:55:00+00:00,4063.3,TP1_THEN_BE,170.0,37.84,0.0,0.1,37.74,5238.15,0.7257111454249412
18,NAS100,SELL,2026-07-08 14:55:00+00:00,29010.300000000003,29224.100681865733,28689.598977201404,28582.69863626854,29224.100681865733,213.8006818657321,320.70102279859816,427.6013637314642,0.02,0.01,0.01,False,False,False,5200.416203874241,2026-07-08 17:25:00+00:00,29224.100681865733,SL,150.0,-21.38,-21.38,0.1,-42.86,5195.29,-0.8241648037337833
19,NAS100,BUY,2026-07-09 11:35:00+00:00,29473.8,29305.110714346105,29726.833928480843,29811.17857130779,29473.8,168.68928565389535,253.03392848084303,337.3785713077907,0.03,0.01,0.02,True,False,True,5195.294139858108,2026-07-09 14:20:00+00:00,29473.8,TP1_THEN_BE,165.0,25.3,0.0,0.15,25.15,5220.45,0.48409193633619535
20,XAUUSD,BUY,2026-07-09 11:45:00+00:00,4106.49,4084.331242403194,4137.512260635528,4155.2392667129725,4106.49,22.158757596805792,31.022260635528106,48.74926671297275,0.02,0.01,0.01,True,False,True,5195.294139858108,2026-07-09 22:00:00+00:00,4124.98,EOD_EXIT,615.0,31.02,18.49,0.1,49.41,5269.86,0.9510529850644696
21,NAS100,BUY,2026-07-09 15:00:00+00:00,29628.699999999997,29428.26415744583,29929.35376383125,30029.57168510833,29428.26415744583,200.43584255416715,300.6537638312507,400.8716851083343,0.03,0.01,0.02,False,False,False,5220.447532706192,2026-07-09 22:00:00+00:00,29749.5,EOD_EXIT,420.0,12.08,24.16,0.15,36.09,5305.95,0.6913200405500782
22,XAUUSD,SELL,2026-07-10 11:25:00+00:00,4099.82,4116.3989430679,4076.6094797049386,4063.3463252506176,4116.3989430679,16.57894306790092,23.210520295061286,36.47367474938203,0.03,0.01,0.02,False,False,False,5305.949793341721,2026-07-10 12:10:00+00:00,4116.3989430679,SL,45.0,-16.58,-33.16,0.15,-49.89,5256.06,-0.9402652106245989
