trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,be_hit,starting_balance,exit_time,exit_price,exit_reason,duration_m,partial_pnl,runner_pnl,commission,net_pnl,ending_balance,return_pct
1,NAS100,SELL,2026-07-01 15:30:00+00:00,30017.300000000003,30114.053060436454,29872.170409345326,29823.793879127097,30114.053060436454,96.7530604364522,145.1295906546783,193.5061208729044,0.05,0.03,0.02,False,False,False,5000.0,2026-07-01 16:20:00+00:00,30114.053060436454,SL,50.0,-29.03,-19.35,0.25,-48.63,4951.37,-0.9726
2,NAS100,SELL,2026-07-01 17:00:00+00:00,30023.800000000003,30131.78146537633,29861.82780193551,29807.837069247347,30023.800000000003,107.98146537632839,161.97219806449257,215.96293075265677,0.05,0.03,0.02,True,False,True,4951.373469781774,2026-07-01 21:00:00+00:00,29813.0,EOD_EXIT,240.0,48.59,42.16,0.25,90.5,5041.88,1.8277756778461853
4,NAS100,SELL,2026-07-02 11:05:00+00:00,29723.100000000002,29840.30769740085,29547.288453898727,29488.684605198305,29840.30769740085,117.2076974008489,175.81154610127334,234.4153948016978,0.04,0.02,0.02,False,False,False,5041.875129201122,2026-07-02 12:40:00+00:00,29840.30769740085,SL,95.0,-23.44,-23.44,0.2,-47.08,4994.79,-0.9337795719557964
3,XAUUSD,BUY,2026-07-02 06:55:00+00:00,4066.38,4048.530691768784,4091.3690315237022,4105.648478108676,4066.38,17.849308231215947,24.989031523702323,39.26847810867508,0.03,0.01,0.02,True,True,True,5041.875129201122,2026-07-02 13:30:00+00:00,4105.648478108676,FULL_TP2,395.0,24.99,78.54,0.15,103.38,5098.17,2.050427615734712
5,NAS100,SELL,2026-07-02 14:35:00+00:00,29838.5,29966.276388917515,29646.835416623726,29582.947222164967,29966.276388917515,127.77638891751643,191.66458337627463,255.55277783503286,0.04,0.02,0.02,False,False,False,5098.1680379818345,2026-07-02 14:40:00+00:00,29966.276388917515,SL,5.0,-25.56,-25.56,0.2,-51.31,5046.86,-1.006439952895543
6,NAS100,SELL,2026-07-02 15:25:00+00:00,29717.4,29854.056646851983,29512.415029722033,29444.086706296042,29717.4,136.6566468519797,204.98497027796955,273.3132937039594,0.04,0.02,0.02,True,True,True,5046.857482414828,2026-07-02 16:05:00+00:00,29444.086706296042,FULL_TP2,40.0,41.0,54.66,0.2,95.46,5142.32,1.8914740575223088
8,NAS100,SELL,2026-07-02 20:00:00+00:00,29186.0,29363.462049442962,28919.806925835557,28831.075901114073,29363.462049442962,177.46204944296292,266.1930741644444,354.92409888592584,0.03,0.01,0.02,False,False,False,5142.317135211214,2026-07-02 20:55:00+00:00,29363.462049442962,SL,55.0,-17.75,-35.49,0.15,-53.39,5088.93,-1.0382479064626393
7,XAUUSD,BUY,2026-07-02 19:20:00+00:00,4118.2699999999995,4098.1387667998615,4146.453726480193,4162.558713040304,4098.1387667998615,20.131233200138336,28.18372648019367,44.288713040304344,0.03,0.01,0.02,False,False,False,5142.317135211214,2026-07-02 21:00:00+00:00,4120.1,EOD_EXIT,100.0,1.83,3.66,0.15,5.34,5094.27,0.10384423713261834
9,XAUUSD,BUY,2026-07-03 06:00:00+00:00,4180.97,4163.269556191318,4205.750621332156,4219.910976379102,4163.269556191318,17.700443808682685,24.780621332155757,38.94097637910191,0.03,0.01,0.02,False,False,False,5094.268520378328,2026-07-03 07:10:00+00:00,4163.269556191318,SL,70.0,-17.7,-35.4,0.15,-53.25,5041.02,-1.0452923670392893
10,XAUUSD,BUY,2026-07-03 08:05:00+00:00,4180.6,4163.670448960881,4204.301371454767,4217.845012286063,4163.670448960881,16.92955103911928,23.70137145476699,37.24501228606242,0.03,0.01,0.02,False,False,False,5041.01718895228,2026-07-03 14:45:00+00:00,4163.670448960881,SL,400.0,-16.93,-33.86,0.15,-50.94,4990.08,-1.0105103412787075
