trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,starting_balance,exit_time,exit_price,duration_m,exit_reason,net_pnl,ending_balance,entry_dt,month
147,AUDJPY,BUY,2026-05-20 14:15:00+00:00,113.487,113.33335070134589,113.70210901811573,113.79429859730818,113.33335070134589,0.15364929865409568,0.21510901811573394,0.30729859730819137,0.5,0.25,0.25,False,False,5363.56,2026-05-20 15:15:00+00:00,113.79429859730818,60.0,FULL_TP2,82.51,5446.07,2026-05-20 14:15:00+00:00,2026-05
148,AUDJPY,SELL,2026-05-21 06:35:00+00:00,113.18,113.36456685845191,112.92160639816734,112.81086628309619,113.36456685845191,0.18456685845190865,0.25839360183267207,0.3691337169038173,0.42,0.21,0.21,False,False,5446.07,2026-05-21 08:15:00+00:00,113.36456685845191,100.0,SL,-52.1,5393.97,2026-05-21 06:35:00+00:00,2026-05
149,AUDJPY,BUY,2026-05-21 12:30:00+00:00,113.479,113.28188988226135,113.7549541648341,113.87322023547729,113.479,0.19711011773864864,0.27595416483410806,0.3942202354772973,0.39,0.2,0.19,True,False,5393.97,2026-05-21 21:05:00+00:00,113.647,515.0,EOD_EXIT,54.75,5448.72,2026-05-21 12:30:00+00:00,2026-05
150,AUDJPY,BUY,2026-05-25 08:30:00+00:00,113.885,113.7641817192988,114.05414559298168,114.12663656140239,113.885,0.12081828070119385,0.1691455929816714,0.2416365614023877,0.64,0.32,0.32,True,False,5448.72,2026-05-25 21:05:00+00:00,113.955,755.0,EOD_EXIT,46.61,5495.33,2026-05-25 08:30:00+00:00,2026-05
151,AUDJPY,BUY,2026-05-26 10:50:00+00:00,114.047,113.93764735142828,114.2000937080004,114.26570529714343,114.047,0.10935264857171387,0.1530937080003994,0.21870529714342773,0.7,0.35,0.35,True,False,5495.33,2026-05-26 13:45:00+00:00,114.26570529714343,175.0,FULL_TP2,81.2,5576.53,2026-05-26 10:50:00+00:00,2026-05
152,AUDJPY,BUY,2026-05-26 17:50:00+00:00,114.137,114.02404898774736,114.29513141715368,114.36290202450527,114.02404898774736,0.11295101225263392,0.15813141715368748,0.22590202450526783,0.68,0.34,0.34,False,False,5576.53,2026-05-26 21:05:00+00:00,114.162,195.0,EOD_EXIT,7.67,5584.2,2026-05-26 17:50:00+00:00,2026-05
153,AUDJPY,SELL,2026-05-27 10:25:00+00:00,113.776,113.89967745302832,113.60285156576035,113.52864509394335,113.776,0.12367745302831926,0.17314843423964696,0.2473549060566385,0.62,0.31,0.31,True,False,5584.2,2026-05-27 12:20:00+00:00,113.776,115.0,TP1_THEN_BE,31.84,5616.04,2026-05-27 10:25:00+00:00,2026-05
154,AUDJPY,SELL,2026-05-27 14:30:00+00:00,113.695,113.8309948650547,113.5046071889234,113.42301026989057,113.8309948650547,0.1359948650547118,0.19039281107659653,0.2719897301094236,0.56,0.28,0.28,False,False,5616.04,2026-05-27 16:10:00+00:00,113.8309948650547,100.0,SL,-52.8,5563.24,2026-05-27 14:30:00+00:00,2026-05
155,AUDJPY,SELL,2026-05-27 18:15:00+00:00,113.812,113.94792092723937,113.62171070186488,113.54015814552126,113.94792092723937,0.13592092723936802,0.19028929813511522,0.27184185447873604,0.57,0.28,0.29,False,False,5563.24,2026-05-27 21:05:00+00:00,113.863,170.0,EOD_EXIT,-21.77,5541.47,2026-05-27 18:15:00+00:00,2026-05
156,AUDJPY,SELL,2026-05-28 08:15:00+00:00,113.535,113.68336494532507,113.3272890765449,113.23827010934986,113.68336494532507,0.14836494532507286,0.20771092345510198,0.2967298906501457,0.52,0.26,0.26,False,False,5541.47,2026-05-28 13:00:00+00:00,113.68336494532507,285.0,SL,-52.6,5488.87,2026-05-28 08:15:00+00:00,2026-05
