trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,starting_balance,exit_time,exit_price,exit_reason,duration_m,net_pnl,ending_balance,entry_dt,month
1,BTCUSD,BUY,2026-01-01 18:35:00+00:00,88142.0,87878.49229338528,88510.91078926061,88669.01541322944,87878.49229338528,263.5077066147175,368.9107892606045,527.015413229435,0.19,0.1,0.09,False,False,5000.0,2026-01-01 21:05:00+00:00,88412.0,EOD_EXIT,150.0,50.35,5050.35,2026-01-01 18:35:00+00:00,2026-01
2,BTCUSD,BUY,2026-01-02 07:05:00+00:00,88873.5,88561.48415407492,89310.3221842951,89497.53169185015,88873.5,312.0158459250764,436.8221842951069,624.0316918501528,0.16,0.08,0.08,True,False,5050.35,2026-01-02 09:05:00+00:00,89497.53169185015,FULL_TP2,120.0,84.07,5134.42,2026-01-02 07:05:00+00:00,2026-01
3,BTCUSD,BUY,2026-01-02 11:45:00+00:00,89419.25,89079.51814880606,89894.87459167151,90098.71370238786,89079.51814880606,339.7318511939324,475.62459167150536,679.4637023878648,0.15,0.07,0.08,False,False,5134.42,2026-01-02 13:10:00+00:00,89079.51814880606,SL,85.0,-50.75,5083.67,2026-01-02 11:45:00+00:00,2026-01
4,BTCUSD,BUY,2026-01-02 14:35:00+00:00,89598.04,89163.65952730573,90206.17266177197,90466.80094538853,89163.65952730573,434.38047269426716,608.132661771974,868.7609453885343,0.12,0.06,0.06,False,False,5083.67,2026-01-02 15:00:00+00:00,89163.65952730573,SL,25.0,-50.6,5033.07,2026-01-02 14:35:00+00:00,2026-01
5,BTCUSD,BUY,2026-01-02 20:40:00+00:00,89891.66,89287.83385611346,90737.01660144117,91099.3122877731,89287.83385611346,603.8261438865483,845.3566014411675,1207.6522877730965,0.08,0.04,0.04,False,False,5033.07,2026-01-02 23:00:00+00:00,89978.5,EOD_EXIT,140.0,6.55,5039.62,2026-01-02 20:40:00+00:00,2026-01
6,BTCUSD,BUY,2026-01-03 15:30:00+00:00,90064.5,89683.2575353743,90598.23945047597,90826.9849292514,90064.5,381.24246462569926,533.739450475979,762.4849292513985,0.13,0.07,0.06,True,False,5039.62,2026-01-03 21:05:00+00:00,90452.0,EOD_EXIT,335.0,59.96,5099.58,2026-01-03 15:30:00+00:00,2026-01
7,BTCUSD,BUY,2026-01-04 06:50:00+00:00,91408.5,91041.0687361009,91922.90376945873,92143.36252779819,91041.0687361009,367.43126389909304,514.4037694587303,734.8625277981861,0.14,0.07,0.07,False,False,5099.58,2026-01-04 11:45:00+00:00,91041.0687361009,SL,295.0,-50.7,5048.88,2026-01-04 06:50:00+00:00,2026-01
8,BTCUSD,BUY,2026-01-05 16:45:00+00:00,93833.5,93317.48203728902,94555.92514779537,94865.53592542195,93833.5,516.0179627109754,722.4251477953655,1032.0359254219509,0.1,0.05,0.05,True,False,5048.88,2026-01-05 20:25:00+00:00,93833.5,TP1_THEN_BE,220.0,35.62,5084.5,2026-01-05 16:45:00+00:00,2026-01
9,BTCUSD,BUY,2026-01-06 14:20:00+00:00,94141.0,93690.84010636549,94771.22385108832,95041.31978726904,93690.84010636549,450.15989363451456,630.2238510883203,900.3197872690291,0.11,0.06,0.05,False,False,5084.5,2026-01-06 14:35:00+00:00,93690.84010636549,SL,15.0,-50.55,5033.95,2026-01-06 14:20:00+00:00,2026-01
10,BTCUSD,SELL,2026-01-06 18:35:00+00:00,92082.66,92720.54263229112,91189.62431479244,90806.89473541778,92720.54263229112,637.8826322911125,893.0356852075574,1275.765264582225,0.08,0.04,0.04,False,False,5033.95,2026-01-06 20:10:00+00:00,92720.54263229112,SL,95.0,-50.4,4983.55,2026-01-06 18:35:00+00:00,2026-01
11,BTCUSD,SELL,2026-01-07 11:25:00+00:00,91965.71,92544.300138032,91155.68380675522,90808.52972393601,91965.71,578.590138031997,810.0261932447956,1157.180276063994,0.09,0.04,0.05,True,False,4983.55,2026-01-07 17:50:00+00:00,90808.52972393601,FULL_TP2,385.0,89.81,5073.36,2026-01-07 11:25:00+00:00,2026-01
12,BTCUSD,SELL,2026-01-08 07:50:00+00:00,90081.5,90685.31631904832,89236.15715333234,88873.86736190335,90081.5,603.8163190483215,845.3428466676501,1207.632638096643,0.08,0.04,0.04,True,False,5073.36,2026-01-08 14:05:00+00:00,90081.5,TP1_THEN_BE,375.0,33.41,5106.77,2026-01-08 07:50:00+00:00,2026-01
13,BTCUSD,BUY,2026-01-08 20:05:00+00:00,90996.0,90393.30024002377,91839.7796639667,92201.39951995245,90393.30024002377,602.6997599762218,843.7796639667105,1205.3995199524436,0.08,0.04,0.04,False,False,5106.77,2026-01-08 21:05:00+00:00,91125.78,EOD_EXIT,60.0,9.98,5116.75,2026-01-08 20:05:00+00:00,2026-01
14,BTCUSD,SELL,2026-01-09 11:05:00+00:00,90382.5,90873.73419158807,89694.77213177671,89400.03161682388,90873.73419158807,491.23419158806115,687.7278682232856,982.4683831761223,0.1,0.05,0.05,False,False,5116.75,2026-01-09 14:25:00+00:00,90873.73419158807,SL,200.0,-50.5,5066.25,2026-01-09 11:05:00+00:00,2026-01
15,BTCUSD,BUY,2026-01-09 16:45:00+00:00,91363.0,90732.68715351619,92245.43798507733,92623.62569296762,90732.68715351619,630.3128464838055,882.4379850773277,1260.625692967611,0.08,0.04,0.04,False,False,5066.25,2026-01-09 17:25:00+00:00,90732.68715351619,SL,40.0,-50.4,5015.85,2026-01-09 16:45:00+00:00,2026-01
16,BTCUSD,SELL,2026-01-12 12:10:00+00:00,90445.5,90899.25854461525,89810.23803753864,89537.9829107695,90899.25854461525,453.758544615254,635.2619624613556,907.517089230508,0.11,0.06,0.05,False,False,5015.85,2026-01-12 13:40:00+00:00,90899.25854461525,SL,90.0,-50.55,4965.3,2026-01-12 12:10:00+00:00,2026-01
17,BTCUSD,BUY,2026-01-12 17:20:00+00:00,91762.0,91165.65370291055,92596.88481592522,92954.69259417888,91165.65370291055,596.3462970894414,834.8848159252178,1192.6925941788827,0.08,0.04,0.04,False,False,4965.3,2026-01-12 20:00:00+00:00,91165.65370291055,SL,160.0,-50.4,4914.9,2026-01-12 17:20:00+00:00,2026-01
18,BTCUSD,BUY,2026-01-13 11:55:00+00:00,92017.5,91533.24522162974,92695.45668971835,92986.00955674051,92017.5,484.2547783702573,677.9566897183602,968.5095567405147,0.1,0.05,0.05,True,False,4914.9,2026-01-13 14:35:00+00:00,92986.00955674051,FULL_TP2,160.0,81.82,4996.73,2026-01-13 11:55:00+00:00,2026-01
19,BTCUSD,BUY,2026-01-14 18:20:00+00:00,97329.0,96622.42501182109,98318.20498345047,98742.14997635782,96622.42501182109,706.5749881789087,989.2049834504721,1413.1499763578174,0.07,0.04,0.03,False,False,4996.73,2026-01-14 21:05:00+00:00,97387.72,EOD_EXIT,165.0,3.76,5000.49,2026-01-14 18:20:00+00:00,2026-01
20,BTCUSD,BUY,2026-01-15 06:25:00+00:00,96458.2,95848.3532600022,97311.98543599692,97677.89347999559,95848.3532600022,609.8467399977998,853.7854359969197,1219.6934799955995,0.08,0.04,0.04,False,False,5000.49,2026-01-15 13:40:00+00:00,95848.3532600022,SL,435.0,-50.4,4950.09,2026-01-15 06:25:00+00:00,2026-01
21,BTCUSD,SELL,2026-01-16 06:35:00+00:00,95473.0,95997.90551993744,94738.13227208759,94423.18896012512,95473.0,524.9055199374379,734.8677279124131,1049.8110398748759,0.1,0.05,0.05,True,False,4950.09,2026-01-16 14:30:00+00:00,94423.18896012512,FULL_TP2,475.0,88.73,5038.82,2026-01-16 06:35:00+00:00,2026-01
22,BTCUSD,SELL,2026-01-16 18:20:00+00:00,94875.5,95378.12568066019,94171.82404707573,93870.24863867962,95378.12568066019,502.6256806601903,703.6759529242664,1005.2513613203806,0.1,0.05,0.05,False,False,5038.82,2026-01-16 19:55:00+00:00,95378.12568066019,SL,95.0,-50.5,4988.32,2026-01-16 18:20:00+00:00,2026-01
23,BTCUSD,SELL,2026-01-17 12:00:00+00:00,95170.0,95473.64489242085,94744.8971506108,94562.71021515828,95473.64489242085,303.64489242085716,425.1028493892,607.2897848417143,0.16,0.08,0.08,False,False,4988.32,2026-01-17 13:35:00+00:00,95473.64489242085,SL,95.0,-50.8,4937.52,2026-01-17 12:00:00+00:00,2026-01
24,BTCUSD,BUY,2026-01-17 16:40:00+00:00,95403.38,95107.37701966806,95817.78417246473,95995.3859606639,95107.37701966806,296.00298033194827,414.40417246472754,592.0059606638965,0.17,0.09,0.08,False,False,4937.52,2026-01-17 21:05:00+00:00,95258.0,EOD_EXIT,265.0,-25.56,4911.96,2026-01-17 16:40:00+00:00,2026-01
25,BTCUSD,SELL,2026-01-18 06:10:00+00:00,95036.0,95255.3654198325,94728.8884122345,94597.269160335,95255.3654198325,219.36541983249862,307.11158776549803,438.73083966499723,0.23,0.12,0.11,False,False,4911.96,2026-01-18 09:00:00+00:00,95255.3654198325,SL,170.0,-51.15,4860.81,2026-01-18 06:10:00+00:00,2026-01
26,BTCUSD,SELL,2026-01-18 11:10:00+00:00,95071.0,95276.3300992999,94783.53786098014,94660.3398014002,95276.3300992999,205.33009929989777,287.46213901985686,410.66019859979554,0.24,0.12,0.12,False,False,4860.81,2026-01-18 13:15:00+00:00,95276.3300992999,SL,125.0,-51.2,4809.61,2026-01-18 11:10:00+00:00,2026-01
27,BTCUSD,BUY,2026-01-18 19:20:00+00:00,95396.0,95170.5190805204,95711.67328727143,95846.96183895918,95170.5190805204,225.48091947959102,315.6732872714274,450.96183895918205,0.22,0.11,0.11,False,False,4809.61,2026-01-18 21:05:00+00:00,95429.32,EOD_EXIT,105.0,6.23,4815.84,2026-01-18 19:20:00+00:00,2026-01
28,BTCUSD,SELL,2026-01-20 11:15:00+00:00,91019.0,91450.59082942782,90414.77283880106,90155.81834114436,91019.0,431.59082942781663,604.2271611989432,863.1816588556333,0.12,0.06,0.06,True,False,4815.84,2026-01-20 14:00:00+00:00,90155.81834114436,FULL_TP2,165.0,87.44,4903.28,2026-01-20 11:15:00+00:00,2026-01
29,BTCUSD,SELL,2026-01-20 15:30:00+00:00,90294.0,90808.1162387882,89574.2372656965,89265.76752242359,90294.0,514.11623878821,719.762734303494,1028.23247757642,0.1,0.05,0.05,True,False,4903.28,2026-01-20 17:50:00+00:00,89265.76752242359,FULL_TP2,140.0,86.9,4990.18,2026-01-20 15:30:00+00:00,2026-01
30,BTCUSD,SELL,2026-01-20 19:50:00+00:00,89398.0,89980.3719904735,88582.67921333709,88233.25601905299,89980.3719904735,582.371990473502,815.3207866629028,1164.743980947004,0.09,0.04,0.05,False,False,4990.18,2026-01-20 21:05:00+00:00,89427.5,EOD_EXIT,75.0,-3.11,4987.08,2026-01-20 19:50:00+00:00,2026-01
31,BTCUSD,SELL,2026-01-21 08:55:00+00:00,88996.0,89581.05035646021,88176.92950095571,87825.89928707958,88996.0,585.0503564602092,819.0704990442928,1170.1007129204183,0.09,0.04,0.05,True,False,4987.08,2026-01-21 13:05:00+00:00,88996.0,TP1_THEN_BE,250.0,32.31,5019.39,2026-01-21 08:55:00+00:00,2026-01
32,BTCUSD,SELL,2026-01-23 11:30:00+00:00,89035.0,89488.47846971339,88400.13014240126,88128.04306057323,89488.47846971339,453.47846971338805,634.8698575987432,906.9569394267761,0.11,0.06,0.05,False,False,5019.39,2026-01-23 13:20:00+00:00,89488.47846971339,SL,110.0,-50.55,4968.84,2026-01-23 11:30:00+00:00,2026-01
33,BTCUSD,SELL,2026-01-24 18:05:00+00:00,89176.7,89466.47996587251,88771.0080477785,88597.14006825499,89466.47996587251,289.77996587250556,405.69195222150773,579.5599317450111,0.17,0.09,0.08,False,False,4968.84,2026-01-24 21:05:00+00:00,89265.52,EOD_EXIT,180.0,-15.95,4952.89,2026-01-24 18:05:00+00:00,2026-01
34,BTCUSD,SELL,2026-01-25 11:00:00+00:00,88323.5,88595.78691653768,87942.29831684726,87778.92616692465,88595.78691653768,272.2869165376781,381.20168315274935,544.5738330753562,0.18,0.09,0.09,False,False,4952.89,2026-01-25 11:20:00+00:00,88595.78691653768,SL,20.0,-50.9,4901.99,2026-01-25 11:00:00+00:00,2026-01
35,BTCUSD,SELL,2026-01-25 20:35:00+00:00,86307.0,86781.0905186804,85643.27327384744,85358.81896263921,86781.0905186804,474.09051868039523,663.7267261525533,948.1810373607905,0.11,0.06,0.05,False,False,4901.99,2026-01-25 21:05:00+00:00,86324.5,EOD_EXIT,30.0,-2.48,4899.52,2026-01-25 20:35:00+00:00,2026-01
36,BTCUSD,BUY,2026-01-26 11:00:00+00:00,87864.0,87379.72789466786,88541.98094746501,88832.5442106643,87379.72789466786,484.27210533215055,677.9809474650107,968.5442106643011,0.1,0.05,0.05,False,False,4899.52,2026-01-26 13:30:00+00:00,87379.72789466786,SL,150.0,-50.5,4849.02,2026-01-26 11:00:00+00:00,2026-01
37,BTCUSD,BUY,2026-01-26 20:40:00+00:00,88053.65,87434.60706349243,88920.3101111106,89291.73587301515,87434.60706349243,619.0429365075743,866.6601111106039,1238.0858730151485,0.08,0.04,0.04,False,False,4849.02,2026-01-26 21:05:00+00:00,87947.28,EOD_EXIT,25.0,-8.91,4840.11,2026-01-26 20:40:00+00:00,2026-01
