trade_id,symbol,direction,entry_time,entry_price,sl_price,tp1_price,tp2_price,current_sl,sl_dist,tp1_dist,tp2_dist,total_lots,part_lots,run_lots,tp1_hit,tp2_hit,be_hit,starting_balance,exit_time,exit_price,exit_reason,duration_m,partial_pnl,runner_pnl,commission,net_pnl,ending_balance
11,GBPJPY,BUY,2026-01-12 18:10:00+00:00,212.862,212.6954823856713,213.0618211371944,213.1617317057916,212.6954823856713,0.16651761432867412,0.19982113719440894,0.2997317057916134,0.46,0.23,0.23,False,False,False,5163.69,2026-01-12 21:05:00+00:00,212.873,EOD_CLOSE,175.0,1.65,1.65,2.3,1.0,5164.69
12,GBPJPY,BUY,2026-01-13 06:55:00+00:00,214.04,213.85537774779795,214.26154670264245,214.37232005396365,214.04,0.18462225220203687,0.22154670264244425,0.3323200539636663,0.42,0.21,0.21,True,False,False,5164.69,2026-01-13 09:30:00+00:00,214.04,TP1_THEN_BE,155.0,30.31,0.0,2.1,28.21,5192.9
13,GBPJPY,BUY,2026-01-13 12:50:00+00:00,214.058,213.87133371069226,214.28199954716928,214.39399932075392,213.87133371069226,0.18666628930774146,0.22399954716928974,0.33599932075393457,0.41,0.2,0.21,False,False,False,5192.9,2026-01-13 13:40:00+00:00,213.87133371069226,SL,50.0,0.0,0.0,2.05,-52.05,5140.85
14,GBPJPY,SELL,2026-01-14 17:35:00+00:00,212.61,212.82807913042552,212.34830504348938,212.21745756523407,212.82807913042552,0.21807913042552093,0.26169495651062513,0.39254243476593764,0.35,0.17,0.18,False,False,False,5140.85,2026-01-14 18:45:00+00:00,212.82807913042552,SL,70.0,0.0,0.0,1.75,-51.75,5089.1
15,GBPJPY,SELL,2026-01-15 18:20:00+00:00,212.19,212.38432665548243,211.9568080134211,211.84021202013162,212.38432665548243,0.1943266554824287,0.23319198657891443,0.3497879798683716,0.39,0.2,0.19,False,False,False,5089.1,2026-01-15 21:05:00+00:00,212.188,EOD_CLOSE,165.0,0.26,0.25,1.95,-1.44,5087.66
16,GBPJPY,SELL,2026-01-16 06:10:00+00:00,211.876,212.05279707538523,211.66384350953774,211.55776526430662,211.876,0.17679707538521716,0.2121564904622606,0.31823473569339084,0.43,0.21,0.22,True,False,False,5087.66,2026-01-16 07:50:00+00:00,211.876,TP1_THEN_BE,100.0,29.03,0.0,2.15,26.88,5114.53
17,GBPJPY,SELL,2026-01-16 08:05:00+00:00,211.779,211.9609036007148,211.56071567914222,211.45157351871336,211.9609036007148,0.1819036007148057,0.21828432085776686,0.32742648128665025,0.42,0.21,0.21,False,False,False,5114.53,2026-01-16 08:35:00+00:00,211.9609036007148,SL,30.0,0.0,0.0,2.1,-52.1,5062.43
18,GBPJPY,SELL,2026-01-16 11:50:00+00:00,211.878,212.04841713220495,211.67349944135404,211.57124916203105,211.878,0.1704171322049662,0.20450055864595945,0.30675083796893915,0.45,0.23,0.22,True,False,False,5062.43,2026-01-16 12:25:00+00:00,211.878,TP1_THEN_BE,35.0,30.64,0.0,2.25,28.39,5090.83
19,GBPJPY,SELL,2026-01-16 18:50:00+00:00,211.591,211.77129269767616,211.37464876278864,211.26647314418295,211.77129269767616,0.1802926976761392,0.21635123721136704,0.32452685581705054,0.43,0.21,0.22,False,False,False,5090.83,2026-01-18 21:05:00+00:00,211.26647314418295,FULL_TP2,3015.0,29.6,46.51,2.15,73.96,5164.79
20,GBPJPY,BUY,2026-01-19 10:15:00+00:00,211.805,211.5973678674653,212.05415855904167,212.17873783856248,211.805,0.20763213253470916,0.249158559041651,0.37373783856247644,0.37,0.18,0.19,True,False,False,5164.79,2026-01-19 14:50:00+00:00,212.17873783856248,FULL_TP2,275.0,29.22,46.26,1.85,73.63,5238.42
21,GBPJPY,BUY,2026-01-19 18:05:00+00:00,212.289,212.110285358386,212.50345756993678,212.6106863549052,212.110285358386,0.17871464161399905,0.21445756993679885,0.32168635490519826,0.43,0.21,0.22,False,False,False,5238.42,2026-01-19 21:05:00+00:00,212.211,EOD_CLOSE,180.0,-10.67,-11.18,2.15,-24.0,5214.42
